"bldg_id","in.sqft","in.bedrooms","in.city","in.clothes_dryer","in.clothes_washer","in.cooking_range","in.county","in.dishwasher","in.water_heater_fuel","in.refrigerator","in.vacancy_status","in.income","in.occupants","in.heating_fuel","in.heating_setpoint","in.cooling_setpoint","in.hvac_cooling_efficiency","in.hvac_heating_efficiency"
243669,2176,4,"SC, Sumter","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500850","290 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Vacant","140000-159999","5","Electricity","55F","72F","AC, SEER 15","Electric Furnace, 100% AFUE"
243677,2176,4,"Not in a census Place","Electric, 120% Usage","Standard, 120% Usage","Electric, 120% Usage","G4500730","None","Natural Gas","EF 17.6, 100% Usage","Occupied","35000-39999","2","Electricity","72F","70F","AC, SEER 10","Electric Furnace, 100% AFUE"
243858,1220,4,"SC, Sumter","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500850","None","Electricity","EF 15.9, 100% Usage","Occupied","25000-29999","1","Electricity","68F","72F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
245394,1690,4,"Not in a census Place","None","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","290 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","10000-14999","2","Other Fuel","68F","75F","AC, SEER 10","Other"
248399,2176,4,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","100000-119999","4","Natural Gas","72F","80F","AC, SEER 15","Fuel Furnace, 92.5% AFUE"
249589,2176,4,"In another census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Gas, 120% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","200000+","4","Natural Gas","72F","68F","AC, SEER 13","Fuel Furnace, 80% AFUE"
249930,1220,5,"In another census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500850","None","Electricity","EF 19.9, 100% Usage","Vacant","35000-39999","8","Electricity","55F","76F","Room AC, EER 9.8","Electric Baseboard, 100% Efficiency"
250924,2176,4,"SC, Rock Hill","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","50000-59999","6","Electricity","68F","68F","AC, SEER 10","Electric Furnace, 100% AFUE"
251819,2176,3,"SC, Sumter","None","None","Electric, 100% Usage","G4500850","290 Rated kWh, 100% Usage","Natural Gas","EF 19.9, 100% Usage","Occupied","120000-139999","2","Electricity","72F","72F","Room AC, EER 9.8","Electric Baseboard, 100% Efficiency"
252577,1220,3,"In another census Place","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","20000-24999","1","Electricity","68F","80F","AC, SEER 13","Electric Furnace, 100% AFUE"
253742,1690,3,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500910","318 Rated kWh, 100% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","40000-44999","1","Natural Gas","68F","75F","AC, SEER 10","Fuel Furnace, 80% AFUE"
253753,885,3,"SC, Rock Hill","Gas, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","290 Rated kWh, 100% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","35000-39999","1","Natural Gas","68F","75F","Room AC, EER 10.7","Fuel Furnace, 80% AFUE"
255284,1220,3,"SC, Sumter","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500850","None","Electricity","EF 15.9, 100% Usage","Occupied","70000-79999","2","Propane","70F","76F","Room AC, EER 9.8","Fuel Wall/Floor Furnace, 60% AFUE"
255736,885,2,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500910","290 Rated kWh, 120% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","45000-49999","2","Natural Gas","70F","70F","Room AC, EER 9.8","Fuel Boiler, 76% AFUE"
256134,2176,3,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500850","None","Natural Gas","EF 17.6, 100% Usage","Occupied","70000-79999","1","Electricity","75F","68F","Heat Pump","ASHP, SEER 15, 8.5 HSPF"
258491,2663,3,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500730","318 Rated kWh, 100% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","80000-99999","1","Natural Gas","70F","70F","AC, SEER 10","Fuel Furnace, 80% AFUE"
259340,1690,4,"In another census Place","None","None","Electric, 100% Usage","G4500910","None","Propane","EF 15.9, 100% Usage","Occupied","70000-79999","2","Electricity","75F","75F","AC, SEER 13","Electric Furnace, 100% AFUE"
259738,2663,4,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","318 Rated kWh, 100% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","160000-179999","4","Natural Gas","68F","75F","AC, SEER 13","Fuel Furnace, 80% AFUE"
260194,2176,3,"Not in a census Place","Gas, 100% Usage","Standard, 100% Usage","Gas, 100% Usage","G4500850","290 Rated kWh, 100% Usage","Electricity","EF 19.9, 100% Usage","Occupied","80000-99999","2","Electricity","72F","75F","Heat Pump","ASHP, SEER 10, 6.2 HSPF"
261022,2176,3,"Not in a census Place","Electric, 120% Usage","Standard, 120% Usage","Electric, 120% Usage","G4500910","None","Natural Gas","EF 19.9, 100% Usage","Occupied","40000-44999","1","Natural Gas","68F","68F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
261102,2663,3,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","160000-179999","4","Electricity","72F","78F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
263701,1220,4,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500730","None","Electricity","EF 17.6, 100% Usage","Occupied","180000-199999","5","Electricity","68F","75F","AC, SEER 10","Electric Furnace, 100% AFUE"
264350,1220,2,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500910","318 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","120000-139999","2","Electricity","70F","76F","AC, SEER 10","Electric Furnace, 100% AFUE"
265609,8194,4,"SC, Rock Hill","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","100000-119999","4","Electricity","76F","78F","AC, SEER 13","Electric Furnace, 100% AFUE"
266889,1690,2,"Not in a census Place","Electric, 120% Usage","Standard, 120% Usage","Electric, 120% Usage","G4500850","290 Rated kWh, 120% Usage","Electricity","EF 19.9, 100% Usage","Occupied","80000-99999","2","Electricity","68F","75F","Heat Pump","ASHP, SEER 15, 8.5 HSPF"
267265,1690,3,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500910","290 Rated kWh, 120% Usage","Electricity","EF 17.6, 100% Usage","Occupied","70000-79999","2","Natural Gas","78F","70F","AC, SEER 13","Fuel Furnace, 80% AFUE"
267443,3301,4,"SC, Sumter","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500850","None","Electricity","EF 17.6, 100% Usage","Occupied","10000-14999","1","Natural Gas","68F","75F","None","Fuel Wall/Floor Furnace, 68% AFUE"
268017,1220,2,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","290 Rated kWh, 80% Usage","Natural Gas","EF 19.9, 100% Usage","Occupied","70000-79999","4","Electricity","65F","75F","AC, SEER 15","Electric Furnace, 100% AFUE"
268257,1220,2,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Gas, 80% Usage","G4500730","290 Rated kWh, 80% Usage","Natural Gas","EF 17.6, 100% Usage","Vacant","40000-44999","1","Natural Gas","55F","70F","AC, SEER 15","Fuel Furnace, 92.5% AFUE"
268379,2176,4,"SC, Rock Hill","Electric, 120% Usage","EnergyStar, 120% Usage","Propane, 120% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","80000-99999","4","Propane","68F","68F","AC, SEER 13","Fuel Furnace, 80% AFUE"
269561,633,2,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500850","None","Electricity","EF 15.9, 100% Usage","Occupied","40000-44999","2","Electricity","72F","68F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
270286,1220,3,"In another census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","None","Natural Gas","EF 19.9, 100% Usage","Occupied","40000-44999","2","Natural Gas","75F","75F","Room AC, EER 10.7","Fuel Boiler, 80% AFUE"
273044,3301,4,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500850","318 Rated kWh, 80% Usage","Electricity","EF 19.9, 100% Usage","Occupied","200000+","2","Electricity","70F","78F","AC, SEER 13","Electric Furnace, 100% AFUE"
273361,1220,3,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500910","290 Rated kWh, 120% Usage","Electricity","EF 15.9, 100% Usage","Vacant","30000-34999","5","Electricity","55F","70F","AC, SEER 10","Electric Furnace, 100% AFUE"
276993,2176,4,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500730","None","Natural Gas","EF 17.6, 100% Usage","Occupied","80000-99999","2","Electricity","78F","76F","Heat Pump","ASHP, SEER 15, 8.5 HSPF"
279304,2663,4,"Not in a census Place","Electric, 120% Usage","Standard, 120% Usage","Electric, 120% Usage","G4500910","None","Electricity","EF 15.9, 100% Usage","Occupied","140000-159999","2","Electricity","70F","70F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
279363,1220,3,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Gas, 120% Usage","G4500730","290 Rated kWh, 120% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","160000-179999","3","Natural Gas","65F","70F","AC, SEER 15","Fuel Furnace, 92.5% AFUE"
281546,1690,2,"SC, Rock Hill","Electric, 120% Usage","Standard, 120% Usage","Gas, 120% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","30000-34999","1","Natural Gas","67F","72F","AC, SEER 13","Fuel Furnace, 80% AFUE"
282656,8194,4,"In another census Place","None","Standard, 120% Usage","Electric, 120% Usage","G4500910","290 Rated kWh, 120% Usage","Electricity","EF 17.6, 100% Usage","Occupied","160000-179999","5","Electricity","65F","70F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
284428,1690,3,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500910","None","Electricity","None","Occupied","35000-39999","1","Electricity","68F","70F","Heat Pump","ASHP, SEER 15, 8.5 HSPF"
285503,1220,3,"In another census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","60000-69999","3","Natural Gas","70F","76F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
286603,2663,4,"SC, Rock Hill","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","290 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","80000-99999","2","Electricity","72F","70F","Heat Pump","ASHP, SEER 15, 8.5 HSPF"
289937,2663,5,"In another census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","290 Rated kWh, 80% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","45000-49999","3","Natural Gas","75F","75F","AC, SEER 13","Fuel Furnace, 80% AFUE"
290152,2176,4,"SC, Rock Hill","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","120000-139999","5","Natural Gas","75F","68F","AC, SEER 13","Fuel Furnace, 80% AFUE"
290391,1690,5,"In another census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","None","Electricity","EF 19.9, 100% Usage","Occupied","60000-69999","2","Propane","78F","70F","AC, SEER 15","Fuel Furnace, 92.5% AFUE"
291718,1690,3,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500730","290 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","45000-49999","1","Electricity","70F","70F","AC, SEER 13","Electric Furnace, 100% AFUE"
292753,1690,3,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500730","318 Rated kWh, 80% Usage","Natural Gas","EF 15.9, 100% Usage","Vacant","50000-59999","7","Natural Gas","55F","65F","Room AC, EER 9.8","Fuel Furnace, 80% AFUE"
293351,1690,4,"In another census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500850","318 Rated kWh, 100% Usage","Electricity","EF 15.9, 100% Usage","Occupied","80000-99999","3","Electricity","72F","75F","AC, SEER 13","Electric Furnace, 100% AFUE"
293874,2176,4,"SC, Rock Hill","Electric, 80% Usage","EnergyStar, 80% Usage","Gas, 80% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","80000-99999","2","Natural Gas","70F","75F","AC, SEER 15","Fuel Furnace, 80% AFUE"
299441,2663,3,"In another census Place","Electric, 120% Usage","Standard, 120% Usage","Gas, 120% Usage","G4500910","318 Rated kWh, 120% Usage","Electricity","EF 17.6, 100% Usage","Occupied","80000-99999","3","Natural Gas","76F","78F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
302708,1220,3,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","None","Electricity","EF 19.9, 100% Usage","Occupied","80000-99999","2","Electricity","72F","76F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
304737,2176,3,"In another census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","None","Electricity","EF 19.9, 100% Usage","Occupied","70000-79999","4","Electricity","70F","70F","AC, SEER 13","Electric Furnace, 100% AFUE"
305830,1690,3,"In another census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","80000-99999","8","Electricity","75F","70F","AC, SEER 13","Electric Furnace, 100% AFUE"
306573,2176,3,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","120000-139999","2","Natural Gas","70F","72F","AC, SEER 13","Fuel Furnace, 80% AFUE"
307750,2663,4,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500730","None","Electricity","EF 15.9, 100% Usage","Occupied","25000-29999","1","Natural Gas","65F","72F","AC, SEER 13","Fuel Furnace, 80% AFUE"
309193,2663,4,"SC, Rock Hill","Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage","G4500910","290 Rated kWh, 100% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","40000-44999","4","Natural Gas","70F","68F","AC, SEER 13","Fuel Furnace, 80% AFUE"
309493,1690,4,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500730","None","Natural Gas","EF 17.6, 100% Usage","Occupied","100000-119999","2","Natural Gas","72F","70F","AC, SEER 13","Fuel Furnace, 80% AFUE"
309667,8194,4,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","100000-119999","2","Electricity","72F","70F","AC, SEER 13","Electric Furnace, 100% AFUE"
310840,1690,4,"In another census Place","Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","60000-69999","6","Natural Gas","72F","75F","AC, SEER 15","Fuel Furnace, 80% AFUE"
313261,2176,4,"Not in a census Place","None","None","Electric, 100% Usage","G4500850","None","Electricity","EF 17.6, 100% Usage","Occupied","80000-99999","4","Electricity","68F","75F","Heat Pump","ASHP, SEER 15, 8.5 HSPF"
313980,885,2,"SC, Rock Hill","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Vacant","15000-19999","1","Natural Gas","55F","78F","AC, SEER 15","Fuel Furnace, 80% AFUE"
313993,1690,3,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Gas, 120% Usage","G4500910","290 Rated kWh, 120% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","30000-34999","2","Natural Gas","68F","76F","AC, SEER 13","Fuel Furnace, 80% AFUE"
314209,1690,3,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Gas, 120% Usage","G4500730","290 Rated kWh, 120% Usage","Natural Gas","EF 19.9, 100% Usage","Occupied","20000-24999","2","Natural Gas","70F","72F","Room AC, EER 10.7","Fuel Wall/Floor Furnace, 60% AFUE"
314408,2176,4,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","290 Rated kWh, 80% Usage","Electricity","EF 17.6, 100% Usage","Occupied","100000-119999","2","Electricity","76F","72F","Heat Pump","ASHP, SEER 15, 8.5 HSPF"
314467,2176,3,"In another census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","318 Rated kWh, 80% Usage","Electricity","EF 17.6, 100% Usage","Occupied","100000-119999","2","Electricity","65F","75F","AC, SEER 13","Electric Furnace, 100% AFUE"
317332,885,3,"SC, Sumter","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500850","290 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","40000-44999","2","Electricity","68F","75F","AC, SEER 8","Electric Furnace, 100% AFUE"
318652,885,3,"In another census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500850","290 Rated kWh, 100% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","<10000","4","Electricity","70F","75F","AC, SEER 10","Electric Furnace, 100% AFUE"
319951,1690,3,"SC, Sumter","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500850","None","Electricity","EF 17.6, 100% Usage","Occupied","200000+","4","Electricity","70F","75F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
320673,3301,4,"SC, Rock Hill","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500910","290 Rated kWh, 100% Usage","Electricity","EF 15.9, 100% Usage","Occupied","60000-69999","2","Electricity","68F","76F","Heat Pump","ASHP, SEER 15, 8.5 HSPF"
325463,2176,5,"Not in a census Place","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500730","290 Rated kWh, 80% Usage","Electricity","EF 17.6, 100% Usage","Occupied","<10000","4","Electricity","72F","72F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
326223,1690,3,"In another census Place","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","80000-99999","3","Natural Gas","70F","70F","AC, SEER 15","Fuel Furnace, 80% AFUE"
326507,2663,3,"SC, Rock Hill","Gas, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500910","None","Natural Gas","EF 10.5, 100% Usage","Occupied","120000-139999","4","Natural Gas","68F","72F","AC, SEER 13","Fuel Furnace, 80% AFUE"
326696,8194,4,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","None","Natural Gas","EF 15.9, 100% Usage","Occupied","120000-139999","4","Natural Gas","70F","72F","AC, SEER 15","Fuel Furnace, 92.5% AFUE"
328456,885,2,"Not in a census Place","Gas, 120% Usage","EnergyStar, 120% Usage","Gas, 120% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","20000-24999","1","Natural Gas","70F","78F","None","Fuel Wall/Floor Furnace, 60% AFUE"
328489,1690,4,"SC, Sumter","Electric, 80% Usage","EnergyStar, 80% Usage","Propane, 80% Usage","G4500850","None","Electricity","EF 17.6, 100% Usage","Vacant","140000-159999","4","Electricity","55F","76F","Room AC, EER 9.8","Electric Baseboard, 100% Efficiency"
328798,1690,3,"SC, Rock Hill","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","318 Rated kWh, 100% Usage","Natural Gas","EF 6.7, 100% Usage","Occupied","30000-34999","1","Natural Gas","76F","75F","AC, SEER 13","Fuel Furnace, 80% AFUE"
328826,1220,3,"SC, Rock Hill","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500910","None","Natural Gas","EF 15.9, 100% Usage","Occupied","45000-49999","3","Natural Gas","68F","68F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
330008,1220,3,"Not in a census Place","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500730","290 Rated kWh, 80% Usage","Electricity","EF 17.6, 100% Usage","Vacant","50000-59999","3","Propane","55F","78F","Room AC, EER 9.8","Fuel Wall/Floor Furnace, 68% AFUE"
331821,1690,3,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500730","318 Rated kWh, 100% Usage","Electricity","EF 15.9, 100% Usage","Occupied","20000-24999","1","Electricity","65F","75F","AC, SEER 15","Electric Furnace, 100% AFUE"
333503,2176,4,"SC, Sumter","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500850","None","Natural Gas","EF 15.9, 100% Usage","Occupied","70000-79999","4","Electricity","75F","72F","AC, SEER 13","Electric Furnace, 100% AFUE"
334711,1690,4,"In another census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","None","Electricity","EF 19.9, 100% Usage","Occupied","100000-119999","2","Electricity","60F","68F","AC, SEER 10","Electric Furnace, 100% AFUE"
335540,2663,3,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500730","None","Natural Gas","EF 19.9, 100% Usage","Occupied","60000-69999","3","Natural Gas","72F","72F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
337044,1220,3,"SC, Sumter","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500850","318 Rated kWh, 100% Usage","Electricity","EF 19.9, 100% Usage","Occupied","25000-29999","2","Electricity","70F","75F","Heat Pump","ASHP, SEER 15, 8.5 HSPF"
337103,885,3,"Not in a census Place","Electric, 120% Usage","Standard, 120% Usage","Gas, 120% Usage","G4500910","318 Rated kWh, 120% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","10000-14999","4","Natural Gas","65F","78F","Room AC, EER 10.7","Fuel Wall/Floor Furnace, 60% AFUE"
337209,2663,3,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","200000+","5","Propane","75F","70F","AC, SEER 13","Fuel Wall/Floor Furnace, 60% AFUE"
341467,1690,3,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","80000-99999","3","Electricity","75F","70F","AC, SEER 13","Electric Furnace, 100% AFUE"
341838,1690,3,"SC, Sumter","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500850","290 Rated kWh, 80% Usage","Electricity","EF 17.6, 100% Usage","Occupied","45000-49999","2","Electricity","68F","72F","AC, SEER 10","Electric Furnace, 100% AFUE"
342967,2176,4,"In another census Place","Gas, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500910","None","Natural Gas","EF 15.9, 100% Usage","Occupied","120000-139999","2","Natural Gas","76F","70F","AC, SEER 15","Fuel Furnace, 80% AFUE"
343708,1690,3,"Not in a census Place","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500910","290 Rated kWh, 80% Usage","Electricity","EF 15.9, 100% Usage","Occupied","80000-99999","4","Electricity","60F","78F","AC, SEER 10","Electric Furnace, 100% AFUE"
346648,1690,3,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500850","None","Electricity","EF 17.6, 100% Usage","Occupied","60000-69999","2","Electricity","80F","70F","AC, SEER 10","Electric Furnace, 100% AFUE"
347082,2176,4,"In another census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","None","Electricity","EF 19.9, 100% Usage","Occupied","15000-19999","2","Natural Gas","70F","72F","Room AC, EER 9.8","Fuel Boiler, 76% AFUE"
347095,2176,4,"Not in a census Place","Electric, 120% Usage","Standard, 120% Usage","None","G4500850","290 Rated kWh, 120% Usage","Electricity","EF 17.6, 100% Usage","Occupied","10000-14999","1","Electricity","68F","72F","AC, SEER 10","Electric Furnace, 100% AFUE"
